Область,Район,Назва,"Категорія (міська, сільська, селищна)",В якому році остаточно сформована?,Кількість населених пунктів,Площа,Населення (2021)
Тернопільська область,Тернопільський район,Білецька територіальна громада,сільська,2020,10,137.6,10875
Тернопільська область,Тернопільський район,Великоберезовицька територіальна громада,селищна,2020,13,202,23174
Тернопільська область,Тернопільський район,Великобірківська територіальна громада,селищна,2020,4,65.4,5985
Тернопільська область,Тернопільський район,Великогаївська територіальна громада,сільська,2020,15,142.5,11286
Тернопільська область,Тернопільський район,Залозецька територіальна громада,селищна,2020,18,247,10573
Тернопільська область,Тернопільський район,Збаразька територіальна громада,міська,2020,54,590.8,38915
Тернопільська область,Тернопільський район,Зборівська територіальна громада,міська,2020,53,466.9,19262
Тернопільська область,Тернопільський район,Золотниківська територіальна громада,сільська,2020,21,284.2,7601
Тернопільська область,Тернопільський район,Козлівська територіальна громада,селищна,2020,5,95.4,4404
Тернопільська область,Тернопільський район,Козівська територіальна громада,селищна,2020,36,428,25053
Тернопільська область,Тернопільський район,Купчинецька територіальна громада,сільська,2020,8,97.6,3809
Тернопільська область,Тернопільський район,Микулинецька територіальна громада,селищна,2020,20,239.4,17170
Тернопільська область,Тернопільський район,Нараївська територіальна громада,сільська,2020,18,218.1,6747
Тернопільська область,Тернопільський район,Озернянська територіальна громада,сільська,2020,13,167.6,7073
Тернопільська область,Тернопільський район,Підволочиська територіальна громада,селищна,2020,23,350.6,18538
Тернопільська область,Тернопільський район,Підгаєцька територіальна громада,міська,2020,36,474.9,16483
Тернопільська область,Тернопільський район,Підгороднянська територіальна громада,сільська,2020,7,123.7,7346
Тернопільська область,Тернопільський район,Саранчуківська територіальна громада,сільська,2020,19,222.2,6395
Тернопільська область,Тернопільський район,Скалатська територіальна громада,міська,2020,16,224.3,13345
Тернопільська область,Тернопільський район,Скориківська територіальна громада,сільська,2020,23,262.8,8220
Тернопільська область,Тернопільський район,Теребовлянська територіальна громада,міська,2020,28,440.7,30594
Тернопільська область,Тернопільський район,Тернопільська територіальна громада,міська,2020,11,166.7,226594
Тернопільська область,Чортківський район,Іване-Пустенська територіальна громада,сільська,2020,4,80.4,4831
Тернопільська область,Чортківський район,Борщівська територіальна громада,міська,2020,26,411.4,29146
Тернопільська область,Чортківський район,Бучацька територіальна громада,міська,2020,37,524.2,37886
Тернопільська область,Чортківський район,Білобожницька територіальна громада,сільська,2020,18,269.8,10818
Тернопільська область,Чортківський район,Більче-Золотецька територіальна громада,сільська,2020,7,103.9,3982
Тернопільська область,Чортківський район,Васильковецька територіальна громада,сільська,2020,9,170.1,8070
Тернопільська область,Чортківський район,Гримайлівська територіальна громада,селищна,2020,25,330.9,9490
Тернопільська область,Чортківський район,Гусятинська територіальна громада,селищна,2020,17,245.8,15576
Тернопільська область,Чортківський район,Заводська територіальна громада,селищна,2020,6,90.4,6852
Тернопільська область,Чортківський район,Заліщицька територіальна громада,міська,2020,30,351.9,26994
Тернопільська область,Чортківський район,Золотопотіцька територіальна громада,селищна,2020,15,160.4,15172
Тернопільська область,Чортківський район,Колиндянська територіальна громада,сільська,2020,8,155.8,6593
Тернопільська область,Чортківський район,Копичинецька територіальна громада,міська,2020,12,171,13150
Тернопільська область,Чортківський район,Коропецька територіальна громада,селищна,2020,8,87.1,6006
Тернопільська область,Чортківський район,Мельнице-Подільська територіальна громада,селищна,2020,22,244.4,16551
Тернопільська область,Чортківський район,Монастириська територіальна громада,міська,2020,40,471.4,19357
Тернопільська область,Чортківський район,Нагірянська територіальна громада,сільська,2020,12,180.9,8613
Тернопільська область,Чортківський район,Скала-Подільська територіальна громада,селищна,2020,15,184.9,10238
Тернопільська область,Чортківський район,Товстенська територіальна громада,селищна,2020,26,338.8,18343
Тернопільська область,Чортківський район,Трибухівська територіальна громада,сільська,2020,7,118.7,8750
Тернопільська область,Чортківський район,Хоростківська територіальна громада,міська,2020,10,183.6,13695
Тернопільська область,Чортківський район,Чортківська територіальна громада,міська,2020,8,151.7,36632
Харківська область,Ізюмський район,Ізюмська територіальна громада,міська,2020,16,414.7,49052
Харківська область,Ізюмський район,Балаклійська територіальна громада,міська,2020,37,1295.8,45575
Харківська область,Ізюмський район,Барвінківська територіальна громада,міська,2020,60,1361.2,19634
Харківська область,Ізюмський район,Борівська територіальна громада,селищна,2020,38,877.7,15702
Харківська область,Ізюмський район,Донецька територіальна громада,селищна,2020,14,344.7,22677
Харківська область,Ізюмський район,Куньєвська територіальна громада,сільська,2020,18,333,4431
Харківська область,Ізюмський район,Оскільська територіальна громада,сільська,2020,27,856.2,8510
Харківська область,Ізюмський район,Савинська територіальна громада,селищна,2020,18,422.9,10405
Харківська область,Богодухівський район,Богодухівська територіальна громада,міська,2020,78,1157.8,37139
Харківська область,Богодухівський район,Валківська територіальна громада,міська,2020,102,1018.2,30435
Харківська область,Богодухівський район,Золочівська територіальна громада,селищна,2020,73,970.2,24249
Харківська область,Богодухівський район,Коломацька територіальна громада,селищна,2020,34,321.8,6549
Харківська область,Богодухівський район,Краснокутська територіальна громада,селищна,2020,66,1040.1,26597
Харківська область,Красноградський район,Зачепилівська територіальна громада,селищна,2020,38,794.8,14293
Харківська область,Красноградський район,Кегичівська територіальна громада,селищна,2020,40,782.6,20064
Харківська область,Красноградський район,Красноградська територіальна громада,міська,2020,26,483.4,31262
Харківська область,Красноградський район,Наталинська територіальна громада,сільська,2020,30,502.5,11194
Харківська область,Красноградський район,Сахновщинська територіальна громада,селищна,2020,64,1168.1,19827
Харківська область,Красноградський район,Старовірівська територіальна громада,сільська,2020,22,602.8,9308
Харківська область,Куп’янський район,Великобурлуцька територіальна громада,селищна,2020,51,837.9,14776
Харківська область,Куп’янський район,Вільхуватська територіальна громада,сільська,2020,30,382.6,6107
Харківська область,Куп’янський район,Дворічанська територіальна громада,селищна,2020,55,1109.1,16270
Харківська область,Куп’янський район,Куп'янська територіальна громада,міська,2020,12,148.5,55544
Харківська область,Куп’янський район,Курилівська територіальна громада,сільська,2020,13,416.6,9766
Харківська область,Куп’янський район,Кіндрашівська територіальна громада,сільська,2020,32,404.8,6035
Харківська область,Куп’янський район,Петропавлівська територіальна громада,сільська,2020,16,337.3,5245
Харківська область,Куп’янський район,Шевченківська територіальна громада,селищна,2020,60,976.1,19392
Харківська область,Лозівський район,Близнюківська територіальна громада,селищна,2020,97,1378.5,17541
Харківська область,Лозівський район,Біляївська територіальна громада,сільська,2020,25,424.5,5676
Харківська область,Лозівський район,Лозівська територіальна громада,міська,2020,91,1424.7,89472
Харківська область,Лозівський район,Олексіївська територіальна громада,сільська,2020,25,654.1,7114
Харківська область,Лозівський район,Первомайська територіальна громада,міська,2020,9,145.3,30597
Харківська область,Харківський район,Безлюдівська територіальна громада,селищна,2020,11,138.1,23782
Харківська область,Харківський район,Височанська територіальна громада,селищна,2020,6,63.6,27158
Харківська область,Харківський район,Вільхівська територіальна громада,сільська,2020,16,219,8071
Харківська область,Харківський район,Дергачівська територіальна громада,міська,2020,38,543.8,43448
Харківська область,Харківський район,Липецька територіальна громада,сільська,2020,17,362.5,13321
Харківська область,Харківський район,Люботинська територіальна громада,міська,2020,15,137.7,27164
Харківська область,Харківський район,Малоданилівська територіальна громада,селищна,2020,7,104.7,13278
Харківська область,Харківський район,Мереф'янська територіальна громада,міська,2020,9,131.7,25560
Харківська область,Харківський район,Нововодолазька територіальна громада,селищна,2020,36,579.8,21799
Харківська область,Харківський район,Південноміська територіальна громада,міська,2020,5,55.6,13857
Харківська область,Харківський район,Пісочинська територіальна громада,селищна,2020,8,78.9,32687
Харківська область,Харківський район,Роганська територіальна громада,селищна,2020,7,78.2,13583
Харківська область,Харківський район,Солоницівська територіальна громада,селищна,2020,18,246.7,35249
Харківська область,Харківський район,Харківська територіальна громада,міська,2020,1,349.8,1433886
Харківська область,Харківський район,Циркунівська територіальна громада,сільська,2020,9,132.4,8816
Харківська область,Чугуївський район,Вовчанська територіальна громада,міська,2020,75,1414.9,36303
Харківська область,Чугуївський район,Зміївська територіальна громада,міська,2020,60,792.6,41404
Харківська область,Чугуївський район,Малинівська територіальна громада,селищна,2020,3,246.7,9027
Харківська область,Чугуївський район,Новопокровська територіальна громада,селищна,2020,10,159.1,16541
Харківська область,Чугуївський район,Печенізька територіальна громада,селищна,2020,12,466.2,9463
Харківська область,Чугуївський район,Слобожанська територіальна громада,селищна,2020,17,572.3,26834
Харківська область,Чугуївський район,Старосалтівська територіальна громада,селищна,2020,20,473.6,7569
Харківська область,Чугуївський район,Чкаловська територіальна громада,селищна,2020,20,389.7,11904
Харківська область,Чугуївський район,Чугуївська територіальна громада,міська,2020,9,288.9,38650
Херсонська область,Бериславський район,Бериславська територіальна громада,міська,2020,10,457.7,18062
Херсонська область,Бериславський район,Борозенська територіальна громада,сільська,2020,10,325.2,3665
Херсонська область,Бериславський район,Великоолександрівська територіальна громада,селищна,2020,34,865.4,16239
Херсонська область,Бериславський район,Високопільська територіальна громада,селищна,2020,22,494.9,11002
Херсонська область,Бериславський район,Калинівська територіальна громада,селищна,2020,12,197.3,3402
Херсонська область,Бериславський район,Кочубеївська територіальна громада,сільська,2020,14,206.1,2898
Херсонська область,Бериславський район,Милівська територіальна громада,сільська,2020,10,551.4,6799
Херсонська область,Бериславський район,Нововоронцовська територіальна громада,селищна,2020,10,465.4,12343
Херсонська область,Бериславський район,Новоолександрівська територіальна громада,сільська,2020,9,407.9,5947
Херсонська область,Бериславський район,Новорайська територіальна громада,сільська,2020,9,351.5,5822
Херсонська область,Бериславський район,Тягинська територіальна громада,сільська,2020,11,424.3,9788
Херсонська область,Генічеський район,Іванівська територіальна громада,селищна,2020,28,1119.3,12995
Херсонська область,Генічеський район,Генічеська територіальна громада,міська,2020,68,2497.1,57846
Херсонська область,Генічеський район,Нижньосірогозька територіальна громада,селищна,2020,25,1207.8,14736
Херсонська область,Генічеський район,Новотроїцька територіальна громада,селищна,2020,44,2296.3,34324
Херсонська область,Каховський район,Асканія-Нова територіальна громада,селищна,2020,9,400.4,6336
Херсонська область,Каховський район,Великолепетиська територіальна громада,селищна,2020,8,630.5,11755
Херсонська область,Каховський район,Верхньорогачицька територіальна громада,селищна,2020,21,914.3,11059
Херсонська область,Каховський район,Горностаївська територіальна громада,селищна,2020,20,757.2,14885
Херсонська область,Каховський район,Зеленопідська територіальна громада,сільська,2020,17,491.5,8195
Херсонська область,Каховський район,Каховська територіальна громада,міська,2020,5,195.4,43063
Херсонська область,Каховський район,Костянтинівська територіальна громада,сільська,2020,9,259.4,3905
Херсонська область,Каховський район,Любимівська територіальна громада,селищна,2020,6,234.6,7579
Херсонська область,Каховський район,Новокаховська територіальна громада,міська,2020,11,241,59749
Херсонська область,Каховський район,Присиваська територіальна громада,сільська,2020,5,398.7,4816
Херсонська область,Каховський район,Рубанівська територіальна громада,сільська,2020,5,368.7,3923
Херсонська область,Каховський район,Тавричанська територіальна громада,сільська,2020,11,332.6,4912
Херсонська область,Каховський район,Таврійська територіальна громада,міська,2020,8,250.7,16992
Херсонська область,Каховський район,Хрестівська територіальна громада,сільська,2020,9,274.6,5394
Херсонська область,Каховський район,Чаплинська територіальна громада,селищна,2020,18,646.2,17220
Херсонська область,Скадовський район,Бехтерська територіальна громада,сільська,2020,15,523.3,10335
Херсонська область,Скадовський район,Голопристанська територіальна громада,міська,2020,14,927.9,34032
Херсонська область,Скадовський район,Долматівська територіальна громада,сільська,2020,8,274.8,4558
Херсонська область,Скадовський район,Каланчацька територіальна громада,селищна,2020,15,723.7,17003
Херсонська область,Скадовський район,Лазурненська територіальна громада,селищна,2020,7,191.8,6508
Херсонська область,Скадовський район,Мирненська територіальна громада,селищна,2020,7,181.6,3787
Херсонська область,Скадовський район,Новомиколаївська територіальна громада,сільська,2020,7,242,5919
Херсонська область,Скадовський район,Скадовська територіальна громада,міська,2020,28,776.3,34758
Херсонська область,Скадовський район,Чулаківська територіальна громада,сільська,2020,13,1413.6,7608
Херсонська область,Херсонський район,Білозерська територіальна громада,селищна,2020,25,407.5,21926
Херсонська область,Херсонський район,Великокопанівська територіальна громада,сільська,2020,3,112.8,6887
Херсонська область,Херсонський район,Виноградівська територіальна громада,сільська,2020,7,362.1,12042
Херсонська область,Херсонський район,Дар’ївська територіальна громада,сільська,2020,15,442,13909
Херсонська область,Херсонський район,Музиківська територіальна громада,сільська,2020,5,126.8,3693
Херсонська область,Херсонський район,Олешківська територіальна громада,міська,2020,13,799.2,38313
Херсонська область,Херсонський район,Станіславська територіальна громада,сільська,2020,4,412.3,9936
Херсонська область,Херсонський район,Херсонська територіальна громада,міська,2020,16,452.6,322557
Херсонська область,Херсонський район,Чорнобаївська територіальна громада,сільська,2020,10,241.9,14943
Херсонська область,Херсонський район,Ювілейна територіальна громада,сільська,2020,8,484.7,12342
Хмельницька область,Кам’янець-Подільський район,Гуківська територіальна громада,сільська,2020,8,95.4,2662
Хмельницька область,Кам’янець-Подільський район,Гуменецька територіальна громада,сільська,2020,23,285.3,12664
Хмельницька область,Кам’янець-Подільський район,Дунаєвецька територіальна громада,міська,2020,51,661.2,35924
Хмельницька область,Кам’янець-Подільський район,Жванецька територіальна громада,сільська,2020,23,249.6,8037
Хмельницька область,Кам’янець-Подільський район,Закупненська територіальна громада,селищна,2020,14,177.5,7242
Хмельницька область,Кам’янець-Подільський район,Кам'янець-Подільська територіальна громада,міська,2020,13,175.3,109064
Хмельницька область,Кам’янець-Подільський район,Китайгородська територіальна громада,сільська,2020,13,189.3,4221
Хмельницька область,Кам’янець-Подільський район,Маківська територіальна громада,сільська,2020,8,106,6666
Хмельницька область,Кам’янець-Подільський район,Новодунаєвецька територіальна громада,селищна,2020,18,256.2,9963
Хмельницька область,Кам’янець-Подільський район,Новоушицька територіальна громада,селищна,2020,59,851.7,26541
Хмельницька область,Кам’янець-Подільський район,Орининська територіальна громада,сільська,2020,17,231.3,8350
Хмельницька область,Кам’янець-Подільський район,Слобідсько-Кульчієвецька територіальна громада,сільська,2020,23,253.5,12162
Хмельницька область,Кам’янець-Подільський район,Смотрицька територіальна громада,селищна,2020,9,156.1,6161
Хмельницька область,Кам’янець-Подільський район,Староушицька територіальна громада,селищна,2020,13,215.6,6985
Хмельницька область,Кам’янець-Подільський район,Чемеровецька територіальна громада,селищна,2020,46,620.5,27368
Хмельницька область,Хмельницький район,Антонінська територіальна громада,селищна,2020,34,392.7,10339
Хмельницька область,Хмельницький район,Вовковинецька територіальна громада,селищна,2020,21,260.1,6135
Хмельницька область,Хмельницький район,Волочиська територіальна громада,міська,2020,53,619.7,34226
Хмельницька область,Хмельницький район,Війтовецька територіальна громада,селищна,2020,19,269.7,7976
Хмельницька область,Хмельницький район,Віньковецька територіальна громада,селищна,2020,30,521.3,18587
Хмельницька область,Хмельницький район,Гвардійська територіальна громада,сільська,2020,11,170.9,7554
Хмельницька область,Хмельницький район,Городоцька територіальна громада,міська,2020,48,772.8,34872
Хмельницька область,Хмельницький район,Деражнянська територіальна громада,міська,2020,39,619.3,23360
Хмельницька область,Хмельницький район,Заслучненська територіальна громада,сільська,2020,21,201.8,4305
Хмельницька область,Хмельницький район,Зіньківська територіальна громада,сільська,2020,6,142,3744
Хмельницька область,Хмельницький район,Красилівська територіальна громада,міська,2020,31,445.2,29624
Хмельницька область,Хмельницький район,Летичівська територіальна громада,селищна,2020,45,632.9,18694
Хмельницька область,Хмельницький район,Лісовогринівецька територіальна громада,сільська,2020,14,254,7636
Хмельницька область,Хмельницький район,Меджибізька територіальна громада,селищна,2020,12,322.7,7438
Хмельницька область,Хмельницький район,Миролюбненська територіальна громада,сільська,2020,15,214.4,4085
Хмельницька область,Хмельницький район,Наркевицька територіальна громада,селищна,2020,16,216.9,5945
Хмельницька область,Хмельницький район,Розсошанська територіальна громада,сільська,2020,26,335.9,11420
Хмельницька область,Хмельницький район,Сатанівська територіальна громада,селищна,2020,26,339.1,9946
Хмельницька область,Хмельницький район,Солобковецька територіальна громада,сільська,2020,10,156.9,3984
Хмельницька область,Хмельницький район,Старокостянтинівська територіальна громада,міська,2020,67,795.1,51570
Хмельницька область,Хмельницький район,Староостропільська територіальна громада,сільська,2020,17,261.6,5708
Хмельницька область,Хмельницький район,Старосинявська територіальна громада,селищна,2020,45,662.8,18771
Хмельницька область,Хмельницький район,Теофіпольська територіальна громада,селищна,2020,55,716.5,25019
Хмельницька область,Хмельницький район,Хмельницька територіальна громада,міська,2020,25,493.9,293223
Хмельницька область,Хмельницький район,Чорноострівська територіальна громада,селищна,2020,21,280.2,12364
Хмельницька область,Хмельницький район,Щиборівська територіальна громада,сільська,2020,8,121.5,3865
Хмельницька область,Хмельницький район,Ярмолинецька територіальна громада,селищна,2020,34,548.4,18984
Хмельницька область,Шепетівський район,Ізяславська територіальна громада,міська,2020,46,645.7,29345
Хмельницька область,Шепетівський район,Берездівська територіальна громада,сільська,2020,27,318.3,8297
Хмельницька область,Шепетівський район,Білогірська територіальна громада,селищна,2020,61,615.6,19086
Хмельницька область,Шепетівський район,Ганнопільська територіальна громада,сільська,2020,16,199.6,6047
Хмельницька область,Шепетівський район,Грицівська територіальна громада,селищна,2020,15,201.2,6978
Хмельницька область,Шепетівський район,Крупецька територіальна громада,сільська,2020,11,190.9,3408
Хмельницька область,Шепетівський район,Ленковецька територіальна громада,сільська,2020,17,260.6,6400
Хмельницька область,Шепетівський район,Михайлюцька територіальна громада,сільська,2020,18,268.4,5103
Хмельницька область,Шепетівський район,Нетішинська територіальна громада,міська,2020,3,95.4,37723
Хмельницька область,Шепетівський район,Плужненська територіальна громада,сільська,2020,23,354.7,7227
Хмельницька область,Шепетівський район,Полонська територіальна громада,міська,2020,35,617.7,32658
Хмельницька область,Шепетівський район,Понінківська територіальна громада,селищна,2020,7,170.3,7955
Хмельницька область,Шепетівський район,Сахновецька територіальна громада,сільська,2020,23,255.4,4845
Хмельницька область,Шепетівський район,Славутська територіальна громада,міська,2020,3,72.7,35752
Хмельницька область,Шепетівський район,Судилківська територіальна громада,сільська,2020,21,374.5,12656
Хмельницька область,Шепетівський район,Улашанівська територіальна громада,сільська,2020,21,377.7,8112
Хмельницька область,Шепетівський район,Шепетівська територіальна громада,міська,2020,4,172.8,42822
Хмельницька область,Шепетівський район,Ямпільська територіальна громада,селищна,2020,13,160.7,5989
Черкаська область,Звенигородський район,Єрківська територіальна громада,селищна,2020,3,52.5,4883
Черкаська область,Звенигородський район,Бужанська територіальна громада,сільська,2020,8,132.6,3476
Черкаська область,Звенигородський район,Ватутінська територіальна громада,міська,2020,5,107.7,20899
Черкаська область,Звенигородський район,Виноградська територіальна громада,сільська,2020,9,209.1,3936
Черкаська область,Звенигородський район,Водяницька територіальна громада,сільська,2020,14,306.7,5830
Черкаська область,Звенигородський район,Вільшанська територіальна громада,селищна,2020,17,286.9,9145
Черкаська область,Звенигородський район,Звенигородська територіальна громада,міська,2020,16,492.9,27434
Черкаська область,Звенигородський район,Катеринопільська територіальна громада,селищна,2020,21,441.8,12989
Черкаська область,Звенигородський район,Лип'янська територіальна громада,сільська,2020,13,216.4,3148
Черкаська область,Звенигородський район,Лисянська територіальна громада,селищна,2020,20,374.8,13899
Черкаська область,Звенигородський район,Матусівська територіальна громада,сільська,2020,2,104.9,3790
Черкаська область,Звенигородський район,Мокрокалигірська територіальна громада,сільська,2020,9,178,4838
Черкаська область,Звенигородський район,Селищенська територіальна громада,сільська,2020,16,267.4,6415
Черкаська область,Звенигородський район,Стеблівська територіальна громада,селищна,2020,16,260.8,7261
Черкаська область,Звенигородський район,Тальнівська територіальна громада,міська,2020,43,916.6,31217
Черкаська область,Звенигородський район,Шевченківська територіальна громада,сільська,2020,9,140.1,4642
Черкаська область,Звенигородський район,Шполянська територіальна громада,міська,2020,22,782.3,33707
Черкаська область,Золотоніський район,Іркліївська територіальна громада,сільська,2020,26,939.8,18395
Черкаська область,Золотоніський район,Великохутірська територіальна громада,сільська,2020,5,150.6,3161
Черкаська область,Золотоніський район,Вознесенська територіальна громада,сільська,2020,8,107.1,5024
Черкаська область,Золотоніський район,Гельмязівська територіальна громада,сільська,2020,12,305.1,8167
Черкаська область,Золотоніський район,Драбівська територіальна громада,селищна,2020,18,471.6,15815
Черкаська область,Золотоніський район,Золотоніська територіальна громада,міська,2020,15,410,35339
Черкаська область,Золотоніський район,Зорівська територіальна громада,сільська,2020,9,173.8,3697
Черкаська область,Золотоніський район,Новодмитрівська територіальна громада,сільська,2020,18,388.9,10032
Черкаська область,Золотоніський район,Піщанська територіальна громада,сільська,2020,8,239.5,6722
Черкаська область,Золотоніський район,Чорнобаївська територіальна громада,селищна,2020,26,639.9,20269
Черкаська область,Золотоніський район,Шрамківська територіальна громада,сільська,2020,23,419.8,11415
Черкаська область,Уманський район,Іваньківська територіальна громада,сільська,2020,6,154.7,4310
Черкаська область,Уманський район,Бабанська територіальна громада,селищна,2020,12,275.1,6566
Черкаська область,Уманський район,Баштечківська територіальна громада,сільська,2020,8,179.4,4026
Черкаська область,Уманський район,Буцька територіальна громада,селищна,2020,8,190.1,5176
Черкаська область,Уманський район,Дмитрушківська територіальна громада,сільська,2020,12,311.4,9535
Черкаська область,Уманський район,Жашківська територіальна громада,міська,2020,28,724.9,28912
Черкаська область,Уманський район,Ладижинська територіальна громада,сільська,2020,11,322.3,10337
Черкаська область,Уманський район,Маньківська територіальна громада,селищна,2020,19,477.3,17912
Черкаська область,Уманський район,Монастирищенська територіальна громада,міська,2020,41,719.2,34413
Черкаська область,Уманський район,Паланська територіальна громада,сільська,2020,18,482.6,14789
Черкаська область,Уманський район,Уманська територіальна громада,міська,2020,2,67.2,83191
Черкаська область,Уманський район,Христинівська територіальна громада,міська,2020,34,607.4,32241
Черкаська область,Черкаський район,Балаклеївська територіальна громада,сільська,2020,6,206.4,9519
Черкаська область,Черкаський район,Березняківська територіальна громада,сільська,2020,5,193.2,5495
Черкаська область,Черкаський район,Бобрицька територіальна громада,сільська,2020,24,399.5,4465
Черкаська область,Черкаський район,Будищенська територіальна громада,сільська,2020,6,148.8,4849
Черкаська область,Черкаський район,Білозірська територіальна громада,сільська,2020,3,199.3,8698
Черкаська область,Черкаський район,Городищенська територіальна громада,міська,2020,10,363.5,22866
Черкаська область,Черкаський район,Кам’янська територіальна громада,міська,2020,17,491.4,19458
Черкаська область,Черкаський район,Канівська територіальна громада,міська,2020,11,246.7,26888
