Hromada_category,Region,Raion,Hromada,Hromada_code,Main_council_code,Council_codes_v1,Decision_date_v1,Council_codes_v2,Decision_date_v2,Council_codes_v3,Decision_date_v3,Council_codes_v4,Decision_date_v4,Council_codes_v5,Decision_date_v5,Council_codes_final,voluntary_amalgamation
Утворені в 2020,Харківська область,Харківський район,Дергачівська міська громада,UA63120070000018741,6322010100,"6322080500,6322010100,6322055600,6322081500,6322057000,6322082000,6322057300,6322082500",2020-08-16,,,,,,,,,"6322080500,6322010100,6322055600,6322081500,6322057000,6322082000,6322057300,6322082500",0
Утворені в 2020,Харківська область,Харківський район,Солоницівська селищна громада,UA63120250000081463,6322057600,"6322056200,6322056500,6322080900,6322081000,6322057600",2020-08-16,,,,,,,,,"6322056200,6322056500,6322080900,6322081000,6322057600",0
Утворені в 2020,Харківська область,Ізюмський район,Куньєвська сільська громада,UA63040110000053205,6322886000,"6322882000,6322883500,6322886000,6322880500,6322888500",2020-08-16,,,,,,,,,"6322882000,6322883500,6322886000,6322880500,6322888500",0
Утворені в 2020,Харківська область,Красноградський район,Кегичівська селищна громада,UA63060030000041642,6323155100,"6323180400,6323180600,6323180800,6323181000,6323155100,6323181300,6323182000,6323182500,6323182700,6323183000,6323183700,6323184000,6323184500,6323184800,6323155600,6323186000",2020-08-16,,,,,,,,,"6323180400,6323180600,6323180800,6323181000,6323155100,6323181300,6323182000,6323182500,6323182700,6323183000,6323183700,6323184000,6323184500,6323184800,6323155600,6323186000",0
Утворені в 2020,Харківська область,Красноградський район,Красноградська міська громада,UA63060050000033240,6323310100,"6323381000,6323310100,6323382000,6323383500,6323384500,6323385500,6323381500",2020-08-16,,,,,,,,,"6323381000,6323310100,6323382000,6323383500,6323384500,6323385500,6323381500",0
Утворені в 2020,Харківська область,Богодухівський район,Краснокутська селищна громада,UA63020090000096294,6323555100,"6323580500,6323581200,6323581700,6323582200,6323583200,6323583700,6323555400,6323555100,6323584200,6323584700,6323580300,6323585500,6323586200",2020-08-16,,,,,,,,,"6323580500,6323581200,6323581700,6323582200,6323583200,6323583700,6323555400,6323555100,6323584200,6323584700,6323580300,6323585500,6323586200",0
Утворені в 2020,Харківська область,Лозівський район,Біляївська сільська громада,UA63100010000016136,6324587000,"6324582000,6324583000,6324584000,6324584700,6324585000,6324586500,6324587000",2020-08-16,,,,,,,,,"6324582000,6324583000,6324584000,6324584700,6324585000,6324586500,6324587000",0
Утворені в 2020,Харківська область,Чугуївський район,Печенізька селищна громада,UA63140090000052369,6324655100,"6324680500,6324681000,6324683500,6324684000,6324655100",2020-08-16,,,,,,,,,"6324680500,6324681000,6324683500,6324684000,6324655100",0
Утворені в 2020,Харківська область,Красноградський район,Сахновщинська селищна громада,UA63060090000041888,6324855100,"6324880500,6324881000,6324881300,6324881500,6324882000,6324882500,6324883000,6324883500,6324884000,6324884500,6324885000,6324885500,6324886000,6324855100,6324886500,6324887000",2020-08-16,,,,,,,,,"6324880500,6324881000,6324881300,6324881500,6324882000,6324882500,6324883000,6324883500,6324884000,6324884500,6324885000,6324885500,6324886000,6324855100,6324886500,6324887000",0
Утворені в 2020,Харківська область,Харківський район,Південноміська міська громада,UA63120190000093717,6325111000,"6325156100,6325111000",2020-08-16,,,,,,,,,"6325156100,6325111000",0
Утворені в 2020,Харківська область,Харківський район,Безлюдівська селищна громада,UA63120010000021682,6325155600,"6325155600,6325156400,6325181200,6325181500,6325159100",2020-08-16,,,,,,,,,"6325155600,6325156400,6325181200,6325181500,6325159100",0
Утворені в 2020,Харківська область,Харківський район,Височанська селищна громада,UA63120030000035245,6325156700,"6325155300,6325156700,6325158200",2020-08-16,,,,,,,,,"6325155300,6325156700,6325158200",0
Утворені в 2020,Харківська область,Харківський район,Липецька сільська громада,UA63120090000046130,6325182000,"6325180500,6325180700,6325181000,6325182000,6325182300,6325184500",2020-08-16,,,,,,,,,"6325180500,6325180700,6325181000,6325182000,6325182300,6325184500",0
Утворені в 2020,Харківська область,Харківський район,Вільхівська сільська громада,UA63120050000019867,6325184000,"6325184000,6325157300,6325182500",2020-08-16,,,,,,,,,"6325184000,6325157300,6325182500",0
Утворені в 2020,Харківська область,Чугуївський район,Новопокровська селищна громада,UA63140070000015310,6325456200,"6325455300,6325456800,6325456200,6325487000",2020-08-16,,,,,,,,,"6325455300,6325456800,6325456200,6325487000",0
Утворені в 2020,Харківська область,Куп'янський район,Шевченківська селищна громада,UA63080150000094794,6325755100,"6325781000,6325781500,6325782000,6325782500,6325783000,6325783500,6325784000,6325784500,6325785000,6325785500,6325785700,6325785800,6325785900,6325786000,6325786500,6325755100",2020-08-16,,,,,,,,,"6325781000,6325781500,6325782000,6325782500,6325783000,6325783500,6325784000,6325784500,6325785000,6325785500,6325785700,6325785800,6325785900,6325786000,6325786500,6325755100",0
Утворені в 2020,Херсонська область,Херсонський район,Херсонська міська громада,UA65100150000057191,6510100000,"6520386000,6510165300,6510165600,6510166400,6510165800,6510192500,6510100000",2020-08-16,,,,,,,,,"6520386000,6510165300,6510165600,6510166400,6510165800,6510192500,6510100000",0
Утворені в 2020,Херсонська область,Каховський район,Каховська міська громада,UA65060110000017055,6510400000,"6523582500,6523583500,6523583800,6523586500,6510400000",2020-08-16,,,,,,,,,"6523582500,6523583500,6523583800,6523586500,6510400000",0
Утворені в 2020,Херсонська область,Каховський районНовокаховська міська громада,Таврійська міська громада,UA65060250000073379,6510770800,"6523582000,6523583600,6523586000,6510770800",2020-08-16,,,,,,,,,"6523582000,6523583600,6523586000,6510770800",0
Утворені в 2020,Херсонська область,Херсонський район,Дар'ївська сільська громада,UA65100070000064512,6520381000,"6520682400,6520381000,6520382000,6520384500,6520387000,6520387300",2020-08-16,,,,,,,,,"6520682400,6520381000,6520382000,6520384500,6520387000,6520387300",0
Утворені в 2020,Херсонська область,Херсонський район,Чорнобаївська сільська громада,UA65100170000014054,6520387500,"6520383000,6520384700,6520385000,6520387500",2020-08-16,,,,,,,,,"6520383000,6520384700,6520385000,6520387500",0
Утворені в 2020,Херсонська область,Бериславський район,Бериславська міська громада,UA65020010000060480,6520610100,"6520610100,6520681200,6520684400,6520686600,6520686900,6520687300,6520688400",2020-08-16,,,,,,,,,"6520610100,6520681200,6520684400,6520686600,6520686900,6520687300,6520688400",0
Утворені в 2020,Херсонська область,Бериславський район,Тягинська сільська громада,UA65020210000085773,6520687100,"6520680200,6520680600,6520683000,6520685900,6520685500,6520687100",2020-08-16,,,,,,,,,"6520680200,6520680600,6520683000,6520685900,6520685500,6520687100",0
Утворені в 2020,Херсонська область,Бериславський район,Великоолександрівська селищна громада,UA65020050000086746,6520955100,"6520955400,6520980300,6520981500,6520955100,6520982000,6520982500,6520983000,6520983300,6520984000,6520984300,6520984500,6520985000",2020-08-16,,,,,,,,,"6520955400,6520980300,6520981500,6520955100,6520982000,6520982500,6520983000,6520983300,6520984000,6520984300,6520984500,6520985000",0
Утворені в 2020,Херсонська область,Бериславський район,Калинівська селищна громада,UA65020090000016354,6520955700,"6520980500,6520980700,6520955700",2020-08-16,,,,,,,,,"6520980500,6520980700,6520955700",0
Утворені в 2020,Херсонська область,Каховський район,Великолепетиська селищна громада,UA65060030000075716,6521255100,"6521255100,6521281100,6521282200,6521283300",2020-08-16,,,,,,,,,"6521255100,6521281100,6521282200,6521283300",0
Утворені в 2020,Херсонська область,Каховський район,Рубанівська сільська громада,UA65060210000049771,6521285500,"6521280500,6521284400,6521285500",2020-08-16,,,,,,,,,"6521280500,6521284400,6521285500",0
Утворені в 2020,Херсонська область,Каховський район,Верхньорогачицька селищна громада,UA65060050000022914,6521555100,"6521580600,6521555100,6521581100,6521583300,6521584400,6521585500,6521586000",2020-08-16,,,,,,,,,"6521580600,6521555100,6521581100,6521583300,6521584400,6521585500,6521586000",0
