"","full_name","edebo","ouo_validated","short_name","status","type","property_type","koatuu","oblast","settlement","address","main_institution","managing_body","phone","fax","mail","site","director","is_core","is_rural","is_mountain","is_internat","licensed_volume","settlement_name","settlement_code","hromada_name","hromada_code","raion_name","raion_code","oblast_name","oblast_code","match_status_koatuu"
"3189","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №5 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145056,"так","ХЗОШ №5","працює","школа","Комунальна","6310136600","Харківська область","Харків, Харківська область","вулиця Свободи, 19/21",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)7251829, (057)7251830",NA,"school5.08@ukr.net","http://school5.klasna.com","Директор Ткачова Катерина Іванівна","ні","ні","ні","ні",798,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3190","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №51 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",143677,"так","ХЗОШ №51","працює","школа","Комунальна","6310136300","Харківська область","Харків, Харківська область","проспект Науки, 68-Б",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(057)7258521",NA,"sch51@kharkivosvita.net.ua","http://school51.edu.kh.ua","Директор Шепель Юлія Павлівна","ні","ні","ні","ні",960,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3191","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №52 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145091,"так","ХЗОШ №52","працює","школа","Комунальна","6310136600","Харківська область","Харків, Харківська область","вулиця Старошишківська, 8",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)725-18-54, (057)725-19-27",NA,"sc52@ukr.net","http://school52.klasna.com","Директор Макаренко Лілія Федорівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3192","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №53 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",146777,"так","ХЗОШ №53","працює","школа","Комунальна","6310138800","Харківська область","Харків, Харківська область","вулиця Грозненська, 48",NA,"Управління освіти адміністрації Основ'янського району Харківської міської ради","(057)725-13-36, (057)725-13-39, (057)725-13-37",NA,"kh.znz-53@ukr.net","http://school53.klasna.com","Директор Білаш Яна Вікторівна","ні","ні","ні","ні",1496,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3193","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №54 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",144679,"так","ХЗОШ № 54","працює","школа","Комунальна","6310137900","Харківська область","Харків, Харківська область","вулиця Ак. Богомольця, 4",NA,"Управління освіти адміністрації Новобаварського району Харківської міської ради","(057)735-23-17",NA,"sch54_okt@ukr.net","http://www.school54.edu.kh.ua","Директор Лапко Дмитро Анатолійович","ні","ні","ні","ні",710,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3194","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №56 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145820,"так","ХЗОШ №56","працює","школа","Комунальна","6310137500","Харківська область","Харків, Харківська область","вулиця Світла, 9",NA,"Управління освіти адміністрації Салтівського району Харківської міської ради","(057)7251539, (057)7251661",NA,"sch56@kharkivosvita.net.ua","http://school56.edu.kh.ua/","Директор Ніколаєнко Олена Миколаївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3195","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №57 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145273,"так","ХЗОШ №57","працює","школа","Комунальна","6310137200","Харківська область","Харків, Харківська область","вулиця Сочинська, 66-А",NA,"Управління освіти адміністрації Холодногірського району Харківської міської ради","(057)725-86-86",NA,"school57kh@ukr.net","http://school57.edu.kh.ua/","Директор Кутенська Інна Миколаївна","ні","ні","ні","ні",800,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3196","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №58 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145822,"так","ХЗОШ №58","працює","школа","Комунальна","6310137500","Харківська область","Харків, Харківська область","проспект Ювілейний, 53-Б",NA,"Управління освіти адміністрації Салтівського району Харківської міської ради","(057)7251677",NA,"sch58@kharkivosvita.net.ua","school58.org","Директор Осипенко Олександр Анатолійович","ні","ні","ні","ні",1320,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3197","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №59 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",144680,"так","ХЗОШ № 59","працює","школа","Комунальна","6310137900","Харківська область","Харків, Харківська область","провулок Чаплигінський, 12",NA,"Управління освіти адміністрації Новобаварського району Харківської міської ради","(057)7330192",NA,"school59_okt@ukr.net","http://www.school59.edu.kh.ua","Директор Пікалова Олена Євгеніївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3198","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №60 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145291,"так","ХЗОШ № 60","працює","школа","Комунальна","6310136900","Харківська область","Харків, Харківська область","вулиця Ньютона, 131",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)725-84-45",NA,"sch60@kharkivosvita.net.ua","http://school60.edu.kh.ua","Директор Пескова Олена Володимирівна","ні","ні","ні","ні",840,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3199","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №64 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145821,"так","ХЗОШ №64","працює","школа","Комунальна","6310137500","Харківська область","Харків, Харківська область","вулиця Руслана Плоходька, 5 В",NA,"Управління освіти адміністрації Салтівського району Харківської міської ради","(057)725-16-68",NA,"sch64@kharkivosvita.net.ua","http://school64.edu.kh.ua","Директор Глушак Марина Володимирівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3200","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №67 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145275,"так","ХЗОШ №67","працює","школа","Комунальна","6310137200","Харківська область","Харків, Харківська область","вулиця Курилівська, 27",NA,"Управління освіти адміністрації Холодногірського району Харківської міської ради","(057)725-86-87",NA,"school67osvita@ukr.net","http://school67.edu.kh.ua/","Директор Радіч Оксана Сергіївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3201","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №68 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145312,"так","ХЗОШ №68","працює","школа","Комунальна","6310136900","Харківська область","Харків, Харківська область","вулиця Зернова, 12",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)725-84-23",NA,"sch68@kharkivosvita.net.ua","http://school68.edu.kh.ua","Директор Бутівченко Вікторія Віталіївна","ні","ні","ні","ні",1240,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3202","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №7 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",146748,"так","ХЗОШ №7","працює","школа","Комунальна","6310138800","Харківська область","Харків, Харківська область","вулиця Батуринська, 25",NA,"Управління освіти адміністрації Основ'янського району Харківської міської ради","(057)725-13-72, (057)725-13-73",NA,"kh.znz-7@ukr.net","http://kh-school7.klasna.com","Директор Шингарьова Маргарита Володимирівна","ні","ні","ні","ні",400,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3203","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №70 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145594,"так","ХЗОШ №70","працює","школа","Комунальна","6310138200","Харківська область","Харків, Харківська область","проспект Олександрівський, 150",NA,"Управління освіти адміністрації Індустріального району Харківської міської ради","(057)7255459",NA,"sch70@kharkivosvita.net.ua","school70.edu.kh.ua","Директор Положий Тетяна Миколаївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3204","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №71 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145794,"так","ХЗОШ № 71","працює","школа","Комунальна","6310138200","Харківська область","Харків, Харківська область","вулиця 12 Квітня, 12",NA,"Управління освіти адміністрації Індустріального району Харківської міської ради","(057)7255361",NA,"sch71@kharkivosvita.net.ua","school71.edu.kh.ua","Директор Воробйова Ольга Іванівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3205","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №72 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145809,"так","ХЗОШ №72","працює","школа","Комунальна","6310138500","Харківська область","Харків, Харківська область","проспект Героїв Харкова, 246",NA,"Управління освіти адміністрації Немишлянського району Харківської міської ради","(057)7251722",NA,"schooll_72@ukr.net","http://school72.klasna.com","Директор Булаєв Руслан Федорович","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3206","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №78 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145343,"так","ХЗОШ №78","працює","школа","Комунальна","6310136900","Харківська область","Харків, Харківська область","проїзд Садовий, 7",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)725-84-47",NA,"sch78@kharkivosvita.net.ua","http://school78.edu.kh.ua","Директор Бендюк Олександр Анатолійович","ні","ні","ні","ні",1170,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3207","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №84 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145823,"так","ХЗОШ №84","працює","школа","Комунальна","6310137500","Харківська область","Харків, Харківська область","вулиця Світла, 15",NA,"Управління освіти адміністрації Салтівського району Харківської міської ради","(057)725-16-62, (057)725-16-63, (057)725-16-64",NA,"sch84@kharkivosvita.net.ua","school84.edu.kh.ua","Директор Філіппська Ірина Вікторівна","ні","ні","ні","ні",1176,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3208","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №88 ІМЕНІ О.Г. ЗУБАРЕВА ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145798,"так","ХЗОШ № 88 ім. О.Г.Зубарева","працює","школа","Комунальна","6310138200","Харківська область","Харків, Харківська область","вулиця Генерала Момота, 8",NA,"Управління освіти адміністрації Індустріального району Харківської міської ради","(057)725-55-76",NA,"sch88@kharkivosvita.net.ua","school88.edu.kh.ua","Директор Пухлій Валентина Андріївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3209","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №90 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145606,"так","ХЗОШ №90","працює","школа","Комунальна","6310136900","Харківська область","Харків, Харківська область","проспект Гагаріна, 207",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)725-84-51",NA,"sch90@kharkivosvita.net.ua","http://www.school90.edu.kh.ua","Директор Богданов Георгій Миколайович","ні","ні","ні","ні",980,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3210","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №91 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145607,"так","ХЗОШ № 91","працює","школа","Комунальна","6310136900","Харківська область","Харків, Харківська область","вулиця Садовий проїзд, 18-Б",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)725-84-52",NA,"sch91@kharkivosvita.net.ua","http://school91.edu.kh.ua","Директор Топоркова Наталія Семенівна","ні","ні","ні","ні",1320,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3211","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №95 ім. 299 ХАРКІВСЬКОЇ СТРІЛЕЦЬКОЇ ДИВІЗІЇ ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145697,"так","ХЗОШ № 95","працює","школа","Комунальна","6310136900","Харківська область","Харків, Харківська область","вулиця Ньютона, 137",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)725-84-31",NA,"sch95@kharkivosvita.net.ua","http://school95.edu.kh.ua","Директор Мерзлякова Наталія Володимирівна","ні","ні","ні","ні",840,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3212","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №97 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145825,"так","ХЗОШ №97","працює","школа","Комунальна","6310137500","Харківська область","Харків, Харківська область","вулиця Гвардійців-Широнінців, 5-Г",NA,"Управління освіти адміністрації Салтівського району Харківської міської ради","(057)7251509",NA,"sch97@kharkivosvita.net.ua","http://school97.edu.kh.ua","Директор Бадьорна Людмила Дмитрівна","ні","ні","ні","ні",1176,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3213","ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №98 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145824,"так","ХЗОШ № 98","працює","школа","Комунальна","6310137500","Харківська область","Харків, Харківська область","провулок Писемського, 5",NA,"Управління освіти адміністрації Салтівського району Харківської міської ради","(057)725-16-04, (057)725-16-05",NA,"sch98@kharkivosvita.net.ua","school98.edu.kh.ua","Директор Меньшиков Андрій Миколайович","ні","ні","ні","ні",560,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3214","ХАРКІВСЬКА ПРИВАТНА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ ""ХАРКІВСЬКИЙ КОЛЕГІУМ"" ХАРКІВСЬКОЇ ОБЛАСТІ",146165,"так","ХПСШ ""Харківський колегіум""","працює","школа","Приватна","6310136900","Харківська область","Харків, Харківська область","вулиця Тарасівська, 6-А",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)7325641",NA,"collegium_nvk@ukr.net","http://collegium.com.ua","Директор Бєлічева Тамара Миколаївна","ні","ні","ні","ні",370,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3215","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №108 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",146696,"так","ХСШ №108","працює","спеціалізована школа","Комунальна","6310137200","Харківська область","Харків, Харківська область","вулиця Холодногірська, 67",NA,"Управління освіти адміністрації Холодногірського району Харківської міської ради","(057)725-86-95",NA,"school108@ukr.net","http://school108.edu.kh.ua/","Директор Соболь Олена Олександрівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3216","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №109 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",143696,"так","ХСШ №109","працює","спеціалізована школа","Комунальна","6310136300","Харківська область","Харків, Харківська область","вулиця Коцюбинського, 12",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(057)7258531",NA,"sc109dzr@ukr.net","http://school109.edu.kh.ua","Директор Романенко Тетяна Володимирівна","ні","ні","ні","ні",1176,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3217","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №114 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145679,"так","ХСШ № 114","працює","школа","Комунальна","6310136900","Харківська область","Харків, Харківська область","проспект Гагаріна, 157",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)725-84-25",NA,"sch114@kharkivosvita.net.ua","http://school114.edu.kh.ua","Директор Ісаєва Вікторія Вікторівна","ні","ні","ні","ні",520,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3218","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №119 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145843,"так","ХСШ № 119","працює","спеціалізована школа","Комунальна","6310138200","Харківська область","Харків, Харківська область","вулиця Біблика, 4",NA,"Управління освіти адміністрації Індустріального району Харківської міської ради","(057)725-54-62",NA,"sch119@kharkivosvita.net.ua","school119.edu.kh.ua","Директор Борисенко Галина Петрівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3219","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №132 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145282,"так","ХСШ №132","працює","спеціалізована школа","Комунальна","6310136300","Харківська область","Харків, Харківська область","вулиця Новгородська, 1",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(057)7258566",NA,"sch132@kharkivosvita.net.ua","http://www.school132.edu.kh.ua","Директор Симоненко Ніна Іванівна","ні","ні","ні","ні",920,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3220","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №134 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145109,"так","ХСШ №134","працює","спеціалізована школа","Комунальна","6310136600","Харківська область","Харків, Харківська область","вулиця Шевченка, 220",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)7251383",NA,"sc134@ukr.net","http://school134.klasna.com","Директор Мальцева Тетяна Володимирівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3221","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №155 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145846,"так","ХСШ № 155","працює","спеціалізована школа","Комунальна","6310138200","Харківська область","Харків, Харківська область","проспект Московський, 318-А",NA,"Управління освіти адміністрації Індустріального району Харківської міської ради","(057)725-58-97",NA,"nvk155@kharkivosvita.net.ua","school155.edu.kh.ua","Директор Возний Ігор Васильович","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3222","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №162 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145043,"так","ХСШ № 162","працює","спеціалізована школа","Комунальна","6310137900","Харківська область","Харків, Харківська область","вулиця Пермська, 13",NA,"Управління освіти адміністрації Новобаварського району Харківської міської ради","(057)725-19-98",NA,"school162@ukr.net","http://school162.edu.kh.ua","Директор Дармофал Елеонора Анатоліївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3223","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №17 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145068,"так","ХСШ №17","працює","спеціалізована школа","Комунальна","6310136600","Харківська область","Харків, Харківська область","вулиця Академіка Павлова, 313-В",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)725-19-21",NA,"sc17@ukr.net","http://sch17.klasna.com","Директор Касеко Ірина Ігорівна","ні","ні","ні","ні",2000,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3224","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №170 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145245,"так","ХСШ №170","працює","спеціалізована школа","Комунальна","6310136600","Харківська область","Харків, Харківська область","вулиця Гастелло, 11/13",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)7251849",NA,"sch170@ukr.net","http://sc170.Kharkov.ua","Директор Шойхет Григорій Йосипович","ні","ні","ні","ні",300,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3225","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №18 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",146684,"так","ХСШ №18","працює","спеціалізована школа","Комунальна","6310137200","Харківська область","Харків, Харківська область","вулиця Іллінська, 40",NA,"Управління освіти адміністрації Холодногірського району Харківської міської ради","(057)725-86-83",NA,"school18kh@ukr.net","http://school18.klasna.com/uk/","Директор Біла Ірина Василівна","ні","ні","ні","ні",700,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3226","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №29 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",144367,"так","ХСШ №29","працює","спеціалізована школа","Комунальна","6310136300","Харківська область","Харків, Харківська область","вулиця Балакірєва, 16-А",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(057)7258515",NA,"sch29@kharkivosvita.net.ua","http://school29.edu.kh.ua","Директор Фомичова Олена Леонтіївна","ні","ні","ні","ні",1320,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3227","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №50 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",142868,"так","ХСШ №50","працює","спеціалізована школа","Комунальна","6310136300","Харківська область","Харків, Харківська область","вулиця Тобольська, 46",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(057)7258517",NA,"sch50@kharkivosvita.net.ua","http://www.school50.edu.kh.ua","Директор Крохмаль В'ячеслав Євгенович","ні","ні","ні","ні",520,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3228","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №62 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145360,"так","ХСШ №62","працює","спеціалізована школа","Комунальна","6310136600","Харківська область","Харків, Харківська область","проспект Академіка Курчатова, 23",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)7251867",NA,"sch62@ukr.net","http://school62.klasna.com","Директор Гряник Олександр Григорович","ні","ні","ні","ні",1000,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3229","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №66 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",146988,"так","ХСШ №66","працює","спеціалізована школа","Комунальна","6310138800","Харківська область","Харків, Харківська область","проспект Гагаріна, 260",NA,"Управління освіти адміністрації Основ'янського району Харківської міської ради","(057)7251347,(057)7251348",NA,"kh.znz-66@ukr.net","http://school66.klasna.com","Директор Подшивалова Наталія Миколаївна","ні","ні","ні","ні",700,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3230","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №73 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145815,"так","ХСШ №73","працює","спеціалізована школа","Комунальна","6310138500","Харківська область","Харків, Харківська область","вулиця Амосова, 24",NA,"Управління освіти адміністрації Немишлянського району Харківської міської ради","(057)7100190",NA,"sch73kh@ukr.net","http://school73klasna.com","Директор Михайленко Тетяна Василівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3231","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №77 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145311,"так","ХСШ №77","працює","школа","Комунальна","6310136900","Харківська область","Харків, Харківська область","вулиця Садовопаркова, 2А",NA,"Управління освіти адміністрації Слобідського району Харківської міської ради","(057)725-84-46",NA,"sch77@kharkivosvita.net.ua","http://school77.edu.kh.ua","Директор Ізвєкова Ірина Миколаївна","ні","ні","ні","ні",840,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
